nr,name_de,name_en,typ1,typ2,region,generation,entwicklungsstufe,entwickelt_aus_de,entwickelt_aus_en,hp,angriff,verteidigung,spezial_angriff,spezial_verteidigung,initiative,sprite_url,sprite_bulbapedia
905,Cupidos,Enamorus,Fee,Flug,Galar,VIII,0,,,74,115,70,135,80,106,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/905.png,https://archives.bulbagarden.net/media/upload/5/54/0905Enamorus.png
906,Felori,Sprigatito,Pflanze,,Paldea,IX,0,,,40,61,54,45,45,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/906.png,https://archives.bulbagarden.net/media/upload/e/e2/0906Sprigatito.png
907,Feliospa,Floragato,Pflanze,,Paldea,IX,1,,sprigatito,61,80,63,60,63,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/907.png,https://archives.bulbagarden.net/media/upload/a/ac/0907Floragato.png
908,Maskagato,Meowscarada,Pflanze,Unlicht,Paldea,IX,2,,floragato,76,110,70,81,70,123,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/908.png,https://archives.bulbagarden.net/media/upload/6/6f/0908Meowscarada.png
909,Krokel,Fuecoco,Feuer,,Paldea,IX,0,,,67,45,59,63,40,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/909.png,https://archives.bulbagarden.net/media/upload/e/e4/0909Fuecoco.png
910,Lokroko,Crocalor,Feuer,,Paldea,IX,1,,fuecoco,81,55,78,90,58,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/910.png,https://archives.bulbagarden.net/media/upload/0/0a/0910Crocalor.png
911,Skelokrok,Skeledirge,Feuer,Geist,Paldea,IX,2,,crocalor,104,75,100,110,75,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/911.png,https://archives.bulbagarden.net/media/upload/3/3e/0911Skeledirge.png
912,Kwaks,Quaxly,Wasser,,Paldea,IX,0,,,55,65,45,50,45,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/912.png,https://archives.bulbagarden.net/media/upload/e/ec/0912Quaxly.png
913,Fuentente,Quaxwell,Wasser,,Paldea,IX,1,,quaxly,70,85,65,65,60,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/913.png,https://archives.bulbagarden.net/media/upload/5/52/0913Quaxwell.png
914,Bailonda,Quaquaval,Wasser,Kampf,Paldea,IX,2,,quaxwell,85,120,80,85,75,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/914.png,https://archives.bulbagarden.net/media/upload/5/59/0914Quaquaval.png
915,Ferkuli,Lechonk,Normal,,Paldea,IX,0,,,54,45,40,35,45,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/915.png,https://archives.bulbagarden.net/media/upload/7/75/0915Lechonk.png
916,Fragrunz,Oinkologne,Normal,,Paldea,IX,1,,lechonk,110,100,75,59,80,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/916.png,https://archives.bulbagarden.net/media/upload/2/2e/0916Oinkologne.png
917,Tarundel,Tarountula,Käfer,,Paldea,IX,0,,,35,41,45,29,40,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/917.png,https://archives.bulbagarden.net/media/upload/e/e4/0917Tarountula.png
918,Spinsidias,Spidops,Käfer,,Paldea,IX,1,,tarountula,60,79,92,52,86,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/918.png,https://archives.bulbagarden.net/media/upload/f/f3/0918Spidops.png
919,Micrick,Nymble,Käfer,,Paldea,IX,0,,,33,46,40,21,25,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/919.png,https://archives.bulbagarden.net/media/upload/9/98/0919Nymble.png
920,Lextremo,Lokix,Käfer,Unlicht,Paldea,IX,1,,nymble,71,102,78,52,55,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/920.png,https://archives.bulbagarden.net/media/upload/3/32/0920Lokix.png
921,Pamo,Pawmi,Elektro,,Paldea,IX,0,,,45,50,20,40,25,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/921.png,https://archives.bulbagarden.net/media/upload/5/58/0921Pawmi.png
922,Pamamo,Pawmo,Elektro,Kampf,Paldea,IX,1,,pawmi,60,75,40,50,40,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/922.png,https://archives.bulbagarden.net/media/upload/b/b5/0922Pawmo.png
923,Pamomamo,Pawmot,Elektro,Kampf,Paldea,IX,2,,pawmo,70,115,70,70,60,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/923.png,https://archives.bulbagarden.net/media/upload/3/32/0923Pawmot.png
924,Zwieps,Tandemaus,Normal,,Paldea,IX,0,,,50,50,45,40,45,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/924.png,https://archives.bulbagarden.net/media/upload/a/ab/0924Tandemaus.png
925,Famieps,Maushold,Normal,,Paldea,IX,1,,tandemaus,74,75,70,65,75,111,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/925.png,https://archives.bulbagarden.net/media/upload/f/f4/0925Maushold.png
926,Hefel,Fidough,Fee,,Paldea,IX,0,,,37,55,70,30,55,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/926.png,https://archives.bulbagarden.net/media/upload/8/82/0926Fidough.png
927,Backel,Dachsbun,Fee,,Paldea,IX,1,,fidough,57,80,115,50,80,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/927.png,https://archives.bulbagarden.net/media/upload/8/81/0927Dachsbun.png
928,Olini,Smoliv,Pflanze,Normal,Paldea,IX,0,,,41,35,45,58,51,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/928.png,https://archives.bulbagarden.net/media/upload/e/ea/0928Smoliv.png
929,Olivinio,Dolliv,Pflanze,Normal,Paldea,IX,1,,smoliv,52,53,60,78,78,33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/929.png,https://archives.bulbagarden.net/media/upload/3/37/0929Dolliv.png
930,Olithena,Arboliva,Pflanze,Normal,Paldea,IX,2,,dolliv,78,69,90,125,109,39,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/930.png,https://archives.bulbagarden.net/media/upload/a/ab/0930Arboliva.png
931,Krawalloro,Squawkabilly,Normal,Flug,Paldea,IX,0,,,82,96,51,45,51,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/931.png,https://archives.bulbagarden.net/media/upload/d/d6/0931Squawkabilly.png
932,Geosali,Nacli,Gestein,,Paldea,IX,0,,,55,55,75,35,35,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/932.png,https://archives.bulbagarden.net/media/upload/f/f5/0932Nacli.png
933,Sedisal,Naclstack,Gestein,,Paldea,IX,1,,nacli,60,60,100,35,65,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/933.png,https://archives.bulbagarden.net/media/upload/d/dd/0933Naclstack.png
934,Saltigant,Garganacl,Gestein,,Paldea,IX,2,,naclstack,100,100,130,45,90,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/934.png,https://archives.bulbagarden.net/media/upload/7/7e/0934Garganacl.png
935,Knarbon,Charcadet,Feuer,,Paldea,IX,0,,,40,50,40,50,40,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/935.png,https://archives.bulbagarden.net/media/upload/e/e6/0935Charcadet.png
936,Crimanzo,Armarouge,Feuer,Psycho,Paldea,IX,1,,charcadet,85,60,100,125,80,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/936.png,https://archives.bulbagarden.net/media/upload/f/fe/0936Armarouge.png
937,Azugladis,Ceruledge,Feuer,Geist,Paldea,IX,1,,charcadet,75,125,80,60,100,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/937.png,https://archives.bulbagarden.net/media/upload/f/f0/0937Ceruledge.png
938,Blipp,Tadbulb,Elektro,,Paldea,IX,0,,,61,31,41,59,35,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/938.png,https://archives.bulbagarden.net/media/upload/8/87/0938Tadbulb.png
939,Wampitz,Bellibolt,Elektro,,Paldea,IX,1,,tadbulb,109,64,91,103,83,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/939.png,https://archives.bulbagarden.net/media/upload/8/87/0939Bellibolt.png
940,Voltrel,Wattrel,Elektro,Flug,Paldea,IX,0,,,40,40,35,55,40,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/940.png,https://archives.bulbagarden.net/media/upload/1/1a/0940Wattrel.png
941,Voltrean,Kilowattrel,Elektro,Flug,Paldea,IX,1,,wattrel,70,70,60,105,60,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/941.png,https://archives.bulbagarden.net/media/upload/e/ee/0941Kilowattrel.png
942,Mobtiff,Maschiff,Unlicht,,Paldea,IX,0,,,60,78,60,40,51,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/942.png,https://archives.bulbagarden.net/media/upload/2/27/0942Maschiff.png
943,Mastifioso,Mabosstiff,Unlicht,,Paldea,IX,1,,maschiff,80,120,90,60,70,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/943.png,https://archives.bulbagarden.net/media/upload/0/0c/0943Mabosstiff.png
944,Sproxi,Shroodle,Gift,Normal,Paldea,IX,0,,,40,65,35,40,35,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/944.png,https://archives.bulbagarden.net/media/upload/1/19/0944Shroodle.png
945,Affiti,Grafaiai,Gift,Normal,Paldea,IX,1,,shroodle,63,95,65,80,72,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/945.png,https://archives.bulbagarden.net/media/upload/9/98/0945Grafaiai.png
946,Weherba,Bramblin,Pflanze,Geist,Paldea,IX,0,,,40,65,30,45,35,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/946.png,https://archives.bulbagarden.net/media/upload/d/d2/0946Bramblin.png
947,Horrerba,Brambleghast,Pflanze,Geist,Paldea,IX,1,,bramblin,55,115,70,80,70,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/947.png,https://archives.bulbagarden.net/media/upload/2/2f/0947Brambleghast.png
948,Tentagra,Toedscool,Boden,Pflanze,Paldea,IX,0,,,40,40,35,50,100,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/948.png,https://archives.bulbagarden.net/media/upload/8/87/0948Toedscool.png
949,Tenterra,Toedscruel,Boden,Pflanze,Paldea,IX,1,,toedscool,80,70,65,80,120,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/949.png,https://archives.bulbagarden.net/media/upload/8/8c/0949Toedscruel.png
950,Klibbe,Klawf,Gestein,,Paldea,IX,0,,,70,100,115,35,55,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/950.png,https://archives.bulbagarden.net/media/upload/5/5a/0950Klawf.png
951,Chilingel,Capsakid,Pflanze,,Paldea,IX,0,,,50,62,40,62,40,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/951.png,https://archives.bulbagarden.net/media/upload/c/c5/0951Capsakid.png
952,Halupenjo,Scovillain,Pflanze,Feuer,Paldea,IX,1,,capsakid,65,108,65,108,65,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/952.png,https://archives.bulbagarden.net/media/upload/f/f7/0952Scovillain.png
953,Relluk,Rellor,Käfer,,Paldea,IX,0,,,41,50,60,31,58,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/953.png,https://archives.bulbagarden.net/media/upload/2/2f/0953Rellor.png
954,Skarabaks,Rabsca,Käfer,Psycho,Paldea,IX,1,,rellor,75,50,85,115,100,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/954.png,https://archives.bulbagarden.net/media/upload/7/7a/0954Rabsca.png
955,Flattutu,Flittle,Psycho,,Paldea,IX,0,,,30,35,30,55,30,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/955.png,https://archives.bulbagarden.net/media/upload/5/5c/0955Flittle.png
956,Psiopatra,Espathra,Psycho,,Paldea,IX,1,,flittle,95,60,60,101,60,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/956.png,https://archives.bulbagarden.net/media/upload/0/0e/0956Espathra.png
957,Forgita,Tinkatink,Fee,Stahl,Paldea,IX,0,,,50,45,45,35,64,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/957.png,https://archives.bulbagarden.net/media/upload/9/93/0957Tinkatink.png
958,Tafforgita,Tinkatuff,Fee,Stahl,Paldea,IX,1,,tinkatink,65,55,55,45,82,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/958.png,https://archives.bulbagarden.net/media/upload/1/1a/0958Tinkatuff.png
959,Granforgita,Tinkaton,Fee,Stahl,Paldea,IX,2,,tinkatuff,85,75,77,70,105,94,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/959.png,https://archives.bulbagarden.net/media/upload/b/b1/0959Tinkaton.png
960,Schligda,Wiglett,Wasser,,Paldea,IX,0,,,10,55,25,35,25,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/960.png,https://archives.bulbagarden.net/media/upload/2/26/0960Wiglett.png
961,Schligdri,Wugtrio,Wasser,,Paldea,IX,1,,wiglett,35,100,50,50,70,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/961.png,https://archives.bulbagarden.net/media/upload/b/b5/0961Wugtrio.png
962,Adebom,Bombirdier,Flug,Unlicht,Paldea,IX,0,,,70,103,85,60,85,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/962.png,https://archives.bulbagarden.net/media/upload/3/36/0962Bombirdier.png
963,Normifin,Finizen,Wasser,,Paldea,IX,0,,,70,45,40,45,40,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/963.png,https://archives.bulbagarden.net/media/upload/a/a5/0963Finizen.png
964,Delfinator,Palafin,Wasser,,Paldea,IX,1,,finizen,100,70,72,53,62,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/964.png,https://archives.bulbagarden.net/media/upload/7/7a/0964Palafin.png
965,Knattox,Varoom,Stahl,Gift,Paldea,IX,0,,,45,70,63,30,45,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/965.png,https://archives.bulbagarden.net/media/upload/d/d1/0965Varoom.png
966,Knattatox,Revavroom,Stahl,Gift,Paldea,IX,1,,varoom,80,119,90,54,67,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/966.png,https://archives.bulbagarden.net/media/upload/1/18/0966Revavroom.png
967,Mopex,Cyclizar,Drache,Normal,Paldea,IX,0,,,70,95,65,85,65,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/967.png,https://archives.bulbagarden.net/media/upload/7/74/0967Cyclizar.png
968,Schlurm,Orthworm,Stahl,,Paldea,IX,0,,,70,85,145,60,55,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/968.png,https://archives.bulbagarden.net/media/upload/2/25/0968Orthworm.png
969,Lumispross,Glimmet,Gestein,Gift,Paldea,IX,0,,,48,35,42,105,60,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/969.png,https://archives.bulbagarden.net/media/upload/3/37/0969Glimmet.png
970,Lumiflora,Glimmora,Gestein,Gift,Paldea,IX,1,,glimmet,83,55,90,130,81,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/970.png,https://archives.bulbagarden.net/media/upload/d/df/0970Glimmora.png
971,Gruff,Greavard,Geist,,Paldea,IX,0,,,50,61,60,30,55,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/971.png,https://archives.bulbagarden.net/media/upload/2/22/0971Greavard.png
972,Friedwuff,Houndstone,Geist,,Paldea,IX,1,,greavard,72,101,100,50,97,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/972.png,https://archives.bulbagarden.net/media/upload/8/85/0972Houndstone.png
973,Flaminkno,Flamigo,Flug,Kampf,Paldea,IX,0,,,82,115,74,75,64,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/973.png,https://archives.bulbagarden.net/media/upload/0/07/0973Flamigo.png
974,Flaniwal,Cetoddle,Eis,,Paldea,IX,0,,,108,68,45,30,40,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/974.png,https://archives.bulbagarden.net/media/upload/0/08/0974Cetoddle.png
975,Kolowal,Cetitan,Eis,,Paldea,IX,1,,cetoddle,170,113,65,45,55,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/975.png,https://archives.bulbagarden.net/media/upload/c/cb/0975Cetitan.png
976,Agiluza,Veluza,Wasser,Psycho,Paldea,IX,0,,,90,102,73,78,65,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/976.png,https://archives.bulbagarden.net/media/upload/f/ff/0976Veluza.png
977,Heerashai,Dondozo,Wasser,,Paldea,IX,0,,,150,100,115,65,65,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/977.png,https://archives.bulbagarden.net/media/upload/b/b8/0977Dondozo.png
978,Nigiragi,Tatsugiri,Drache,Wasser,Paldea,IX,0,,,68,50,60,120,95,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/978.png,https://archives.bulbagarden.net/media/upload/c/c1/0978Tatsugiri-Curly.png
979,Epitaff,Annihilape,Kampf,Geist,Paldea,IX,2,,primeape,110,115,80,50,90,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/979.png,https://archives.bulbagarden.net/media/upload/a/a7/0979Annihilape.png
980,Suelord,Clodsire,Gift,Boden,Paldea,IX,1,,wooper,130,75,60,45,100,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/980.png,https://archives.bulbagarden.net/media/upload/7/77/0980Clodsire.png
981,Farigiraf,Farigiraf,Normal,Psycho,Paldea,IX,1,,girafarig,120,90,70,110,70,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/981.png,https://archives.bulbagarden.net/media/upload/0/03/0981Farigiraf.png
982,Dummimisel,Dudunsparce,Normal,,Paldea,IX,1,,dunsparce,125,100,80,85,75,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/982.png,https://archives.bulbagarden.net/media/upload/6/65/0982Dudunsparce.png
983,Gladimperio,Kingambit,Unlicht,Stahl,Paldea,IX,2,,bisharp,100,135,120,60,85,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/983.png,https://archives.bulbagarden.net/media/upload/7/7f/0983Kingambit.png
